DATE,SHIFT,ROUTE,TOTAL
HC Summary per cut-off,OUT 4PM,Cabuyao,0
HC Summary per cut-off,OUT 4PM,Calamba,201
HC Summary per cut-off,OUT 6PM,Alabang,256
HC Summary per cut-off,OUT 6PM,Binan,127
HC Summary per cut-off,OUT 6PM,Carmona,873
HC Summary per cut-off,OUT 6PM,Balibago,0
HC Summary per cut-off,OUT 6PM,Tagapo,201
HC Summary per cut-off,OUT 6PM,Cabuyao,319
HC Summary per cut-off,OUT 6PM,Calamba,1861
HC Summary per cut-off,IN 7PM,Alabang,875
HC Summary per cut-off,IN 7PM,Binan,0
HC Summary per cut-off,IN 7PM,Carmona,203
HC Summary per cut-off,IN 7PM,Balibago,323
HC Summary per cut-off,IN 7PM,Tagapo,1857
HC Summary per cut-off,IN 7PM,Cabuyao,81
HC Summary per cut-off,IN 7PM,Calamba,268
HC Summary per cut-off,OUT 7PM,Alabang,203
HC Summary per cut-off,OUT 7PM,Binan,336
HC Summary per cut-off,OUT 7PM,Carmona,1912
HC Summary per cut-off,OUT 7PM,Balibago,67
HC Summary per cut-off,OUT 7PM,Tagapo,171
HC Summary per cut-off,OUT 7PM,Cabuyao,70
HC Summary per cut-off,OUT 7PM,Calamba,569
HC Summary per cut-off,IN 10PM,Alabang,1198
HC Summary per cut-off,IN 10PM,Binan,39
HC Summary per cut-off,IN 10PM,Carmona,81
HC Summary per cut-off,IN 10PM,Balibago,45
HC Summary per cut-off,IN 10PM,Tagapo,369
HC Summary per cut-off,IN 10PM,Cabuyao,0
HC Summary per cut-off,IN 10PM,Calamba,82
